CLUSTER_ID;STATUS;Provided string;Matching status;Taxon id;Scientific name;Author;Scientific synonyms;Swedish occurrence
Coleophoridae_cluster60;;;Manual;;Coleophora lutarea;(Haworth, 1828);grå kapselsäckmal;Bofast och reproducerande
Coleophoridae_cluster15;assigned;Coleophora lutipennella;Exact;214427;Coleophora lutipennella;(Zeller, 1838);;Bofast och reproducerande
Coleophoridae_cluster42;assigned;Coleophora mayrella;Exact;214481;Coleophora mayrella;(Hübner, 1813);;Bofast och reproducerande
Coleophoridae_cluster20;assigned;Coleophora orbitella;Exact;214459;Coleophora orbitella;Zeller, 1849;;Bofast och reproducerande
Coleophoridae_cluster23;;;Manual;;Coleophora otidipennella;(Hübner, 1817);dyster frylesäckmal;Bofast och reproducerande
Coleophoridae_cluster30;;;Manual;;Coleophora otidipennella;(Hübner, 1817);dyster frylesäckmal;Bofast och reproducerande
Coleophoridae_cluster7;assigned;Coleophora peribenanderi;Exact;214534;Coleophora peribenanderi;Toll, 1943;;Bofast och reproducerande
Coleophoridae_cluster9;assigned;Coleophora plumbella;Exact;214449;Coleophora plumbella;Kanerva, 1941;;Bofast och reproducerande
Coleophoridae_cluster25;assigned;Coleophora potentillae;Exact;214454;Coleophora potentillae;Elisha, 1885;;Bofast och reproducerande
Coleophoridae_cluster39;assigned;Coleophora pyrrhulipennella;Exact;214489;Coleophora pyrrhulipennella;Zeller, 1839;;Bofast och reproducerande
Coleophoridae_cluster46;assigned;Coleophora ramosella;Exact;100693;Coleophora ramosella;Zeller, 1849;;Bofast och reproducerande
Coleophoridae_cluster37;assigned;Coleophora saponariella;Exact;214553;Coleophora saponariella;(Heeger, 1848);såpnejliksäckmal;Bofast och reproducerande
Coleophoridae_cluster28;assigned;Coleophora saxicolella;Exact;214515;Coleophora saxicolella;(Duponchel, 1843);gulgrå mållsäckmal;Bofast och reproducerande
Coleophoridae_cluster38;unresolved;Coleophora serratella;Exact;214437;Coleophora serratella;(Linnaeus, 1761);"Coleophora fusscedinella Zeller; Coleophora fuscedinella Zeller, 1849";Bofast och reproducerande
Coleophoridae_cluster65;assigned;Coleophora serratella;Exact;214437;Coleophora serratella;(Linnaeus, 1761);"Coleophora fusscedinella Zeller; Coleophora fuscedinella Zeller, 1849";Bofast och reproducerande
Coleophoridae_cluster43;;;Manual;;Coleophora siccifolia;Stainton, 1856;gulgrå rönnsäckmal;Bofast och reproducerande
Coleophoridae_cluster36;assigned;Coleophora spinella;Exact;214438;Coleophora spinella;(Schrank, 1802);;Bofast och reproducerande
Coleophoridae_cluster58;assigned;Coleophora spiraeella;Exact;214426;Coleophora spiraeella;Rebel, 1916;;Bofast och reproducerande
Coleophoridae_cluster11;assigned;Coleophora sternipennella;Exact;214517;Coleophora sternipennella;(Zetterstedt, 1839);allmän mållsäckmal;Bofast och reproducerande
Coleophoridae_cluster22;assigned;Coleophora striatipennella;Exact;214540;Coleophora striatipennella;Nylander, 1848;strimmig stjärnblomsäckmal;Bofast och reproducerande
Coleophoridae_cluster26;assigned;Coleophora taeniipennella;Exact;214509;Coleophora taeniipennella;Herrich-Schäffer, 1855;;Bofast och reproducerande
Coleophoridae_cluster44;assigned;Coleophora tamesis;Exact;214505;Coleophora tamesis;Waters, 1929;;Bofast och reproducerande
Coleophoridae_cluster29;assigned;Coleophora therinella;Exact;214513;Coleophora therinella;Tengström, 1848;;Bofast och reproducerande
Coleophoridae_cluster12;;;Manual;;Coleophora thulea;Johansson, 1967;hjortronsäckmal;Bofast och reproducerande
Coleophoridae_cluster57;assigned;Coleophora trigeminella;Exact;214441;Coleophora trigeminella;Fuchs, 1881;;Bofast och reproducerande
Coleophoridae_cluster17;assigned;Coleophora trochilella;Exact;214537;Coleophora trochilella;(Duponchel, 1842);;Bofast och reproducerande
Coleophoridae_cluster2;assigned;Coleophora vacciniella;Exact;214447;Coleophora vacciniella;Herrich-Schäffer, 1861;;Bofast och reproducerande
Coleophoridae_cluster8;assigned;Coleophora versurella;Exact;214520;Coleophora versurella;Zeller, 1849;blek mållsäckmal;Bofast och reproducerande
Coleophoridae_cluster35;assigned;Coleophora violacea;Exact;214453;Coleophora violacea;(Ström, 1783);allätarsäckmal;Bofast och reproducerande
Coleophoridae_cluster6;assigned;Coleophora obscenella;Exact;214512;Coleophora virgaureae;Stainton, 1857;;Bofast och reproducerande
Coleophoridae_cluster19;assigned;Coleophora vitisella;Exact;214450;Coleophora vitisella;Gregson, 1856;lingonpistolsäckmal;Bofast och reproducerande
Pieridae_cluster6;;;Manual;;Colias palaeno;(Linnaeus, 1760);svavelgul höfjäril;Bofast och reproducerande
Pieridae_cluster7;;;Manual;;Colias palaeno;(Linnaeus, 1760);svavelgul höfjäril;Bofast och reproducerande
Erebidae_cluster41;assigned;Colobochyla salicalis;Exact;100697;Colobochyla salicalis;(Denis & Schiffermüller, 1775);brunlinjerat mätarfly;Bofast och reproducerande
Geometridae_cluster154;assigned;Colostygia olivata;Exact;215748;Colostygia olivata;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Geometridae_cluster70;assigned;Colostygia pectinataria;Exact;215750;Colostygia pectinataria;(Knoch, 1781);grönaktig fältmätare;Bofast och reproducerande
Geometridae_cluster43;assigned;Colotois pennaria;Exact;215581;Colotois pennaria;(Linnaeus, 1761);fjällbjörkmätare;Bofast och reproducerande
Noctuidae_cluster189;assigned;Conistra erythrocephala;Exact;216059;Conistra erythrocephala;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Noctuidae_cluster108;assigned;Conistra rubiginea;Exact;216058;Conistra rubiginea;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Noctuidae_cluster73;assigned;Conistra rubiginosa;Exact;216057;Conistra rubiginosa;(Scopoli, 1763);;Bofast och reproducerande
Noctuidae_cluster78;;;Manual;;Conistra vaccinii;(Linnaeus, 1761);lingonplattfly;Bofast och reproducerande
Tischeriidae_cluster3;;;Manual;;Coptotriche heinemanni;(Wocke, 1871);björnbärsluggmal;Bofast och reproducerande
Tischeriidae_cluster4;assigned;Coptotriche marginea;Exact;213934;Coptotriche marginea;(Haworth, 1828);"Tinea marginea Haworth, 1828; gråkantad pannluggmal; Emmetia marginea (Haworth, 1828)";Bofast och reproducerande
Noctuidae_cluster74;assigned;Coranarta cordigera;Exact;216152;Coranarta cordigera;(Thunberg, 1788);Anarta cordigera (Thunberg, 1788);Bofast och reproducerande
Noctuidae_cluster101;assigned;Cosmia diffinis;Exact;100719;Cosmia diffinis;(Linnaeus, 1767);;Bofast och reproducerande
Noctuidae_cluster157;assigned;Cosmia pyralina;Exact;216038;Cosmia pyralina;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Noctuidae_cluster69;assigned;Cosmia trapezina;Exact;216039;Cosmia trapezina;(Linnaeus, 1758);"Calymnia trapezina (Linnaeus, 1758); Phalaena trapezina Linnaeus, 1758; fruktträdsfly";Bofast och reproducerande
Cosmopterigidae_cluster6;assigned;Cosmopterix orichalcea;Exact;214593;Cosmopterix orichalcea;Stainton, 1861;ängsgräsfransmal;Bofast och reproducerande
Cosmopterigidae_cluster4;assigned;Cosmopterix zieglerella;Exact;214592;Cosmopterix zieglerella;(Hübner, 1810);;Bofast och reproducerande
Geometridae_cluster69;assigned;Cosmorhoe ocellata;Exact;215721;Cosmorhoe ocellata;(Linnaeus, 1758);;Bofast och reproducerande
Crambidae_cluster4;assigned;Crambus alienellus;Exact;215405;Crambus alienellus;(Germar & Kaulfuss, 1817);främlingsgräsmott;Bofast och reproducerande
Crambidae_cluster13;assigned;Crambus heringiellus;Exact;215406;Crambus heringiellus;Herrich-Schäffer, 1848;;Bofast och reproducerande
Crambidae_cluster2;assigned;Crambus nemorella;Manual;;Crambus lathoniellus;(Zincken, 1817);fältgräsmott;Bofast och reproducerande
Crambidae_cluster21;assigned;Crambus pascuella;Exact;215401;Crambus pascuellus;(Linnaeus, 1758);"betesmarkgräsmott; Crambus pascuella (Linnaeus, 1758)";Bofast och reproducerande
Crambidae_cluster11;;;Manual;;Crambus perlellus;(Scopoli, 1763);silvergräsmott;Bofast och reproducerande
Crambidae_cluster38;assigned;Crambus pratella;Exact;215407;Crambus pratellus;(Linnaeus, 1758);Crambus pratella (Linnaeus, 1758);Bofast och reproducerande
Noctuidae_cluster173;assigned;Craniophora ligustri;Exact;215886;Craniophora ligustri;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Oecophoridae_cluster13;assigned;Crassa tinctella;Exact;214406;Crassa tinctella;(Hübner, 1796);Tichona tinctella (Hübner, 1796);Bofast och reproducerande
Oecophoridae_cluster16;assigned;Crassa unitella;Exact;214407;Crassa unitella;(Hübner, 1796);Batia unitella (Hübner, 1796);Bofast och reproducerande
Geometridae_cluster55;assigned;Crocallis elinguaria;Exact;215579;Crocallis elinguaria;(Linnaeus, 1758);ockragul rovmätare;Bofast och reproducerande
Pterophoridae_cluster12;;;Manual;;Crombrugghia distans;(Zeller, 1847);klofibblefjädermott;Bofast och reproducerande
Noctuidae_cluster118;assigned;Crypsedra gemmea;Exact;216081;Crypsedra gemmea;(Treitschke, 1825);Polymixis gemmea (Treitschke, 1825);Bofast och reproducerande
Noctuidae_cluster160;assigned;Cucullia lactucae;Exact;215972;Cucullia lactucae;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Noctuidae_cluster145;assigned;Cucullia umbratica;Exact;215974;Cucullia umbratica;(Linnaeus, 1758);grått kapuschongfly;Bofast och reproducerande
Lycaenidae_cluster10;assigned;Cyaniris semiargus;Exact;201143;Cyaniris semiargus;(Rottemburg, 1775);"Papilio semiargus Rottemburg, 1775; Polyommatus semiargus (Rottemburg, 1775)";Bofast och reproducerande
Erebidae_cluster34;assigned;Cybosia mesomella;Exact;201266;Cybosia mesomella;(Linnaeus, 1758);Phalaena (Tinea) mesomella Linnaeus, 1758;Bofast och reproducerande
Geometridae_cluster103;_X;Cyclophora albipunctata;Exact;215642;Cyclophora albipunctata;(Hufnagel, 1767);;Bofast och reproducerande
Geometridae_cluster160;assigned;Cyclophora albipunctata;Exact;215642;Cyclophora albipunctata;(Hufnagel, 1767);;Bofast och reproducerande
Geometridae_cluster118;assigned;Cyclophora linearia;Exact;215647;Cyclophora linearia;(Hübner, 1799);;Bofast och reproducerande
Geometridae_cluster200;;;Manual;;Cyclophora porata;(Linnaeus, 1767);brunvattrad gördelmätare;Bofast och reproducerande
Geometridae_cluster103;;;Manual;;Cyclophora punctaria;(Linnaeus, 1758);ekgördelmätare;Bofast och reproducerande
Tortricidae_cluster128;assigned;Cydia cognatana;Exact;215184;Cydia cognatana;(Barret, 1874);kvartsmånetallbarkvecklare;Bofast och reproducerande
Tortricidae_cluster127;assigned;Cydia coniferana;Exact;215187;Cydia coniferana;(Saxesen, 1840);allmän tarrbarkvecklare;Bofast och reproducerande
Tortricidae_cluster82;assigned;Cydia cosmophorana;Exact;215189;Cydia cosmophorana;(Treitschke, 1835);;Bofast och reproducerande
Tortricidae_cluster105;assigned;Cydia duplicana;Exact;215183;Cydia duplicana;(Zetterstedt, 1839);enbarkvecklare;Bofast och reproducerande
Tortricidae_cluster79;assigned;Cydia fagiglandana;Exact;215198;Cydia fagiglandana;(Zeller, 1841);"Tortrix fagiglandana Zeller, 1841; Cydia grossana Haworth, 1811";Bofast och reproducerande
Tortricidae_cluster285;assigned;Cydia grunertiana;Exact;215192;Cydia grunertiana;(Ratzeburg, 1868);lärkbarkvecklare;Bofast och reproducerande
Tortricidae_cluster195;assigned;Cydia illutana;Exact;215185;Cydia illutana;(Herrich-Schäffer, 1851);;Bofast och reproducerande
Tortricidae_cluster257;assigned;Cydia indivisa;Exact;215188;Cydia indivisa;(Danilevsky, 1963);;Bofast och reproducerande
Tortricidae_cluster253;assigned;Cydia nigricana;Exact;215179;Cydia nigricana;(Fabricius, 1794);Pyralis nigricana Fabricius, 1794;Bofast och reproducerande
Tortricidae_cluster98;assigned;Cydia pactolana;Exact;215191;Cydia pactolana;(Zeller, 1840);"granbarkvecklare; Tortrix pactolana Zeller, 1840";Bofast och reproducerande
Tortricidae_cluster276;assigned;Cydia pomonella;Exact;215193;Cydia pomonella;(Linnaeus, 1758);"Carpocapsa pomonella (Linnaeus, 1758); Laspeyresia pomonella (Linnaeus, 1758); Phalaena pomonella Linnaeus, 1758";Bofast och reproducerande
Tortricidae_cluster162;assigned;Cydia splendana;Exact;215197;Cydia splendana;(Hübner 1799);"Cydia triangulella (Goeze, 1783); ekollonvecklare; Tortrix splendana Hübner, 1799";Bofast och reproducerande
Tortricidae_cluster16;assigned;Cydia strobilella;Exact;215190;Cydia strobilella;(Linnaeus, 1758);"grankottvecklare; Phalaena strobilella Linnaeus, 1758";Bofast och reproducerande
Tortricidae_cluster269;;;Manual;;Cydia succedana;(Denis & Schiffermüller, 1775);käringtandsvecklare;Bofast och reproducerande
Tortricidae_cluster44;assigned;Cymolomia hartigiana;Exact;215032;Cymolomia hartigiana;(Saxesen, 1840);;Bofast och reproducerande
Psychidae_cluster7;;;Manual;;Dahlica charlottae;(Meier, 1957);tunnvingesäckspinnare;Bofast och reproducerande
Psychidae_cluster6;;;Manual;;Dahlica lichenella;(Linnaeus, 1761);jungfrusäckspinnare;Bofast och reproducerande
Psychidae_cluster10;;;Manual;;Dahlica listerella;(Linnaeus, 1758);tallsäckspinnare;Bofast och reproducerande
Psychidae_cluster5;;;Manual;;Dahlica rupicolella;(Sauter, 1954);klippsäckspinnare;Bofast och reproducerande
Psychidae_cluster1;;;Manual;;Dahlica triquetrella;(Hübner, 1813);kantsäckspinnare;Bofast och reproducerande
Psychidae_cluster8;;;Manual;;Dahlica triquetrella;(Hübner, 1813);kantsäckspinnare;Bofast och reproducerande
Lypusidae_cluster8;assigned;Dasystoma salicella;Exact;214390;Dasystoma salicella;(Hübner, 1796);"Cheimophila salicella (Hübner, 1796); Dasystroma salicella (Hübner, 1796); Dasytroma salicella (Hübner, 1796); Tinea salicella Hübner, 1796; Dasystoma salicellum (Hübner, 1796); Dasystoma salicellus (Hübner, 1796)";Bofast och reproducerande
Oecophoridae_cluster19;assigned;Decantha borkhausenii;Exact;102413;Decantha borkhausenii;(Zeller, 1839);guldfläckpraktmal;Bofast och reproducerande
Sphingidae_cluster8;assigned;Deilephila elpenor;Exact;201200;Deilephila elpenor;(Linnaeus, 1758);"Sphinx elpenor Llinnaeus, 1758; Pergesa elpenor (Linnaeus, 1758); allmän snabelsvärmare";Bofast och reproducerande
Sphingidae_cluster2;assigned;Deilephila porcellus;Exact;201201;Deilephila porcellus;(Linnaeus, 1758);"Sphinx porcellus Linnaeus, 1758; Pergesa porcellus (Linnaeus, 1758); liten snabelsvärmare";Bofast och reproducerande
Geometridae_cluster113;assigned;Deileptenia ribeata;Exact;215599;Deileptenia ribeata;(Clerck, 1759);;Bofast och reproducerande
Noctuidae_cluster92;assigned;Deltote pygarga;Exact;215960;Deltote pygarga;(Hufnagel, 1766);Protodeltote pygarga (Hufnagel, 1766);Bofast och reproducerande
Lasiocampidae_cluster4;;;Manual;;Dendrolimus pini;(Linnaeus, 1758);tallspinnare;Bofast och reproducerande
Lasiocampidae_cluster4;assigned;Dendrolimus superans;Exact;6011739;Dendrolimus superans;(Butler, 1877);Odonestis superans Butler, 1877;Ej påträffad
Oecophoridae_cluster8;assigned;Denisia obscurella;Exact;100807;Denisia obscurella;(Brandt, 1937);"Denisia obscurella (Brandt, 1937); Buvatina obscurella (Brandt, 1937)";Bofast och reproducerande
Oecophoridae_cluster7;assigned;Denisia similella;Exact;214397;Denisia similella;(Hübner, 1796);;Bofast och reproducerande
Oecophoridae_cluster10;assigned;Denisia stipella;Exact;214398;Denisia stipella;(Linnaeus, 1758);;Bofast och reproducerande
Oecophoridae_cluster5;assigned;Denisia stipella;Exact;214398;Denisia stipella;(Linnaeus, 1758);;Bofast och reproducerande
Noctuidae_cluster99;assigned;Denticucullus pygmina;Exact;216144;Denticucullus pygmina;(Haworth, 1809);"Chortodes pygmina (Haworth, 1809); litet stråfly";Bofast och reproducerande
Elachistidae_cluster61;assigned;Depressaria albipunctella;Exact;102414;Depressaria albipunctella;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Elachistidae_cluster45;assigned;Depressaria daucella;Exact;214280;Depressaria daucella;(Denis & Schiffermüller, 1775);sprängörtplattmal;Bofast och reproducerande
Elachistidae_cluster68;assigned;Depressaria daucella;Exact;214280;Depressaria daucella;(Denis & Schiffermüller, 1775);sprängörtplattmal;Bofast och reproducerande
Elachistidae_cluster66;assigned;Depressaria depressana;Exact;214295;Depressaria depressana;(Fabricius, 1775);tvåfärgad morotplattmal;Bofast och reproducerande
Elachistidae_cluster42;assigned;Depressaria olerella;Exact;214293;Depressaria olerella;Zeller, 1854;ljuspunkterad röllekplattmal;Bofast och reproducerande
Elachistidae_cluster71;assigned;Depressaria silesiaca;Exact;102419;Depressaria silesiaca;Heinemann, 1870;nordlig röllekplattmal;Bofast och reproducerande
Elachistidae_cluster13;assigned;Depressaria sordidatella;Exact;214289;Depressaria sordidatella;Tengström, 1847;allmän hundkexplattmal;Bofast och reproducerande
Noctuidae_cluster67;assigned;Diachrysia chrysitis;Exact;215936;Diachrysia chrysitis;(Linnaeus, 1758);;Bofast och reproducerande
Erebidae_cluster38;assigned;Diacrisia sannio;Exact;201281;Diacrisia sannio;(Linnaeus, 1758);Phalaena (Bombyx) sannio Linnaeus, 1758;Bofast och reproducerande
Erebidae_cluster13;assigned;Diaphora mendica;Exact;201283;Diaphora mendica;(Clerck, 1759);Bombyx mendica Clerck, 1759;Bofast och reproducerande
Noctuidae_cluster82;assigned;Diarsia brunnea;Exact;216222;Diarsia brunnea;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Noctuidae_cluster109;assigned;Diarsia dahlii;Exact;216221;Diarsia dahlii;(Hübner, 1813);"Dahls jordfly; fuktängsfly";Bofast och reproducerande
Noctuidae_cluster97;_X;Diarsia dahlii;Exact;216221;Diarsia dahlii;(Hübner, 1813);"Dahls jordfly; fuktängsfly";Bofast och reproducerande
Noctuidae_cluster136;;;Manual;;Diarsia florida;(Schmidt, 1859);sumpängsjordfly;Bofast och reproducerande
Noctuidae_cluster49;assigned;Diarsia mendica;Exact;216220;Diarsia mendica;(Fabricius, 1775);"föränderligt jordfly; kameleontjordfly; Noctua mendica Fabricius, 1775";Bofast och reproducerande
Noctuidae_cluster97;;;Manual;;Diarsia mendica;(Fabricius, 1775);"föränderligt jordfly; kameleontjordfly; Noctua mendica Fabricius, 1775";Bofast och reproducerande
Erebidae_cluster27;assigned;Dicallomera fascelina;Exact;201237;Dicallomera fascelina;(Linnaeus, 1758);"Phalaena (Bombyx) fascelina Linnaeus, 1758; askgrå harfotspinnare; Gynaephora fascelina (Linnaeus, 1758)";Bofast och reproducerande
